,cluster,cluster_label,seasonal_ndvi_integral,percentile_in_cluster,acres,estimated_yield_bu_ac,estimated_total_bushels,confidence
1634300003,1,"Corn-like (early peak, fast decline)",80.31852137828187,27.712166987091457,78.76170347148667,241.13014431504965,18991.820924578726,0.6169323535541903
1634400001,1,"Corn-like (early peak, fast decline)",77.29831819158369,15.407854984894259,40.26590687049084,237.889405813472,9578.832659961665,0.6746119031614979
1634400002,1,"Corn-like (early peak, fast decline)",82.69168348256049,43.779181543532,40.36208515175403,243.67659477761893,9835.295467903718,0.7160923369872216
1634400004,1,"Corn-like (early peak, fast decline)",73.14508499389882,7.113430376270255,38.941383316865,233.43290342017357,9090.200170853706,0.6129793163227761
1634400005,1,"Corn-like (early peak, fast decline)",80.6412055669891,29.634715737434767,38.99692068027872,241.4763909115699,9416.835662538468,0.6504837767440129
1635100001,2,"Soybean-like (later peak, slower decline)",80.65499165026878,70.08449417675268,157.5114366339,77.40530415004955,12192.220659758284,0.7871682047780034
1635200006,2,"Soybean-like (later peak, slower decline)",79.31874952559423,61.361041333637814,145.07886066592687,76.13212356222412,11045.16174648504,0.7126983468089908
1635300003,2,"Soybean-like (later peak, slower decline)",78.73267394070658,57.68440283169674,48.59336262529338,75.57370675744099,3672.380537401915,0.6960929037893772
1635300004,2,"Soybean-like (later peak, slower decline)",80.24975534173137,67.11577985841515,98.98660368427528,77.0191922381552,7623.868258161279,0.7238177080100213
1635400002,2,"Soybean-like (later peak, slower decline)",78.29519713200281,54.98972368120576,155.0418000452178,75.15687587763234,11652.457321843127,0.5925844247516877
1636100005,2,"Soybean-like (later peak, slower decline)",71.44079399040538,17.903630965973967,79.09022524138784,68.625953928785,5427.64215363271,0.7260813462092335
1636200005,1,"Corn-like (early peak, fast decline)",80.51643998709159,29.030486130184013,385.8195322200953,241.34251494579834,93114.65622120928,0.6694562093822003
1636300002,2,"Soybean-like (later peak, slower decline)",74.34666766736177,31.08015528659511,78.73703085320221,71.39469013897957,5621.405920227647,0.787216499078503
1636300003,2,"Soybean-like (later peak, slower decline)",73.68935770018145,27.472025576615668,75.39099940647525,70.76840073008822,5335.3004574392835,0.5599021288641273
1701100005,0,Non-row-crop (already green in April),85.03702710315054,20.64724919093851,12.917578915306729,,,1.0
1701100008,2,"Soybean-like (later peak, slower decline)",79.54922675064104,62.57136332496004,140.19561868756108,76.35172383035437,10704.177160258332,0.7650137224345793
1701200001,2,"Soybean-like (later peak, slower decline)",71.90103100131839,19.662023292989268,76.50610427928946,69.06447088411294,5283.853611453895,0.589460368390926
1701200005,2,"Soybean-like (later peak, slower decline)",76.57778681290287,44.69056862297328,73.91905916224691,73.52051564079154,5434.567345290569,0.6314948958607807
1701300002,2,"Soybean-like (later peak, slower decline)",81.79203088730486,76.43297556519754,158.5932724075544,78.48868287120966,12447.777063503903,0.8164065327836814
1701400004,2,"Soybean-like (later peak, slower decline)",64.53637883193443,3.4482758620689653,81.7457557506695,62.04738018999209,5072.109985980022,0.7303436944044999
1701400005,2,"Soybean-like (later peak, slower decline)",69.51769594769091,11.509477049554691,80.76381042810343,66.79361302943977,5394.5067005177725,0.7352893455926373
1702101004,2,"Soybean-like (later peak, slower decline)",71.29648694818914,17.218543046357617,73.76714819719646,68.48845719713468,5052.19817185838,0.7031462795863296
1702154005,1,"Corn-like (early peak, fast decline)",87.47656645329337,79.8956330678385,52.06211702408347,248.81087002674533,12953.620632196438,0.6276346532271417
1702200003,1,"Corn-like (early peak, fast decline)",82.15165856164865,39.82422411425433,153.83506157255195,243.09713722300194,37396.86307281161,0.6300501997667586
1702400003,2,"Soybean-like (later peak, slower decline)",68.68700221885693,9.340031970769582,103.40207238929976,66.00212239278788,6824.756237506475,0.6359703742156885
1702400004,2,"Soybean-like (later peak, slower decline)",76.13766161034957,42.04156200045672,152.0615683161143,73.10116135330411,11115.877241112747,0.6880233987232098
1703100004,0,Non-row-crop (already green in April),75.06604851221599,7.572815533980583,35.13720100649058,,,1.0
1703100005,2,"Soybean-like (later peak, slower decline)",91.6127117603611,98.69833295272893,37.94741596248787,87.84589442435458,3333.524696317777,0.6883558523635667
1703100021,1,"Corn-like (early peak, fast decline)",80.67590229952181,29.8269706124691,32.545331190072226,241.51362120041034,7860.140788881004,0.7755546071820634
1703100025,2,"Soybean-like (later peak, slower decline)",87.60244488507465,95.95798127426353,49.943216467407275,84.02488486079396,4196.473013251605,0.6037232649496966
1703201010,2,"Soybean-like (later peak, slower decline)",73.484241246312,26.67275633706326,18.668475626944485,70.57296437728368,1317.4896653985418,0.583767203755854
1703228068,1,"Corn-like (early peak, fast decline)",80.29360989568721,27.574842076352652,8.451584349810107,241.103413795351,2037.7058387185787,0.5364238171107771
1703300006,2,"Soybean-like (later peak, slower decline)",75.02010232915843,34.89381137245947,100.33572413737944,72.0363432666095,7227.8186658641025,0.5932228724888561
1703300007,2,"Soybean-like (later peak, slower decline)",86.01058484770195,92.9435944279516,14.36868464384665,82.50814978659355,1185.533584830826,0.5666726969049354
1703434018,1,"Corn-like (early peak, fast decline)",54.892373544341154,2.361988464707498,17.65419813944994,213.8473785080445,3775.303991782966,0.5275354014825271
1703451004,1,"Corn-like (early peak, fast decline)",93.43789799398839,96.78659708871189,34.34885239521249,255.2074981508684,8766.084684135643,0.5549038146931682
1704100005,2,"Soybean-like (later peak, slower decline)",84.95820331524419,89.95204384562685,53.02735985669133,81.50543350234415,4322.0179526044285,0.557346462924307
1704100006,1,"Corn-like (early peak, fast decline)",108.69792759205683,99.50563032134029,20.20912888948967,271.58181550523824,5488.431913586964,0.6380320233585092
1704200007,2,"Soybean-like (later peak, slower decline)",77.59763092754793,50.9705412194565,43.139667074058686,74.49223005197308,3213.570004046308,0.5653103807173118
1704200019,0,Non-row-crop (already green in April),79.49269110547799,11.45631067961165,18.785766434992073,,,1.0
1704300010,2,"Soybean-like (later peak, slower decline)",67.66089585812742,7.102078100022837,69.89148760331622,65.02444127093041,4544.654930999796,0.5709764430206076
1704400010,1,"Corn-like (early peak, fast decline)",79.0876445144092,21.642405932436144,300.542350596819,239.80938879071215,72072.87740234709,0.5665398394278789
1704400011,2,"Soybean-like (later peak, slower decline)",81.41075303942863,74.46905686229734,392.5549838762504,78.12539874364025,30668.514644135328,0.7087722816278577
1705100002,2,"Soybean-like (later peak, slower decline)",76.48892925202219,44.073989495318564,75.23219482225771,73.43585155222125,5524.740290915105,0.6362000235086169
1705100003,1,"Corn-like (early peak, fast decline)",108.41818648078993,99.45070035704477,59.93253446421201,271.2816476907847,16258.596699736176,0.6115566579240559
1705100004,0,Non-row-crop (already green in April),84.00613966878151,18.77022653721683,16.63495533972355,,,1.0
1705200006,0,Non-row-crop (already green in April),111.89439857667288,82.52427184466019,85.8484672050613,,,0.8174926996203808
1705200008,0,Non-row-crop (already green in April),84.85176271279602,20.0,37.46723562743311,,,0.736859954951589
1705300001,1,"Corn-like (early peak, fast decline)",79.65642857996119,24.47129909365559,78.50740624552039,240.41970548345537,18874.727487817996,0.6260572002291172
1705300003,2,"Soybean-like (later peak, slower decline)",78.89456752187644,58.689198447134046,36.25091179774197,75.72796006306045,2745.207600868931,0.6155659904815705
1705300004,2,"Soybean-like (later peak, slower decline)",74.38408344167114,31.30851792646723,42.85299836679439,71.4303401433085,3061.0042495007665,0.6386186907283885
1705400004,1,"Corn-like (early peak, fast decline)",71.62325324181846,5.6577863224388905,82.64069972175662,231.79994747415927,19156.109854730952,0.5721368610726476
1705400005,1,"Corn-like (early peak, fast decline)",74.56621310261657,8.926119198022521,213.94019755375135,234.95780234017994,50266.91864945336,0.6604908838626949
1705400006,1,"Corn-like (early peak, fast decline)",75.58631989952772,11.040922823400164,86.45000918708794,236.05239736181002,20406.73192056261,0.5525294260121322
1705400007,1,"Corn-like (early peak, fast decline)",81.07703451385876,32.683328755836314,29.795585911595865,241.94404409942268,7208.864551763287,0.6305565327024049
1706100001,1,"Corn-like (early peak, fast decline)",85.79628612834226,68.49766547651744,125.21882348843702,247.0078955889674,30930.03807800519,0.5552266967772063
1706200006,1,"Corn-like (early peak, fast decline)",99.256529970636,98.76407580335072,51.03240190241246,261.4510067850831,13342.472856046728,0.7206526214019275
1706200007,0,Non-row-crop (already green in April),95.03949809731003,42.07119741100323,37.650278868069385,,,1.0
1706300002,1,"Corn-like (early peak, fast decline)",79.89852105760548,25.6797583081571,68.66070868962025,240.6794755600845,16525.22335900154,0.5530271097749929
1706300003,2,"Soybean-like (later peak, slower decline)",74.36214117993586,31.102991550582328,77.14175461145837,71.40943340703782,5508.648988828989,0.6763249399833221
1706400001,1,"Corn-like (early peak, fast decline)",78.57947954678431,20.02197198571821,207.43616097327046,239.26411760399594,49632.03001443002,0.5541205671382831
1707100006,1,"Corn-like (early peak, fast decline)",85.01096017315172,61.90606976105466,80.06052489462905,246.16522511219836,19708.117133287124,0.5974895742456628
1707100007,1,"Corn-like (early peak, fast decline)",85.06495186642341,62.427904421862124,45.28050109233968,246.2231592803105,11149.108032751426,0.5757946803614612
1707100008,1,"Corn-like (early peak, fast decline)",87.75605306123111,81.5435319967042,46.03357220724287,249.11076475403004,11467.458376906134,0.5632838858971301
1707200001,1,"Corn-like (early peak, fast decline)",86.10341329386056,70.47514419115628,38.97936099458588,247.3374491880627,9641.055719381538,0.7159221587847392
1707200002,1,"Corn-like (early peak, fast decline)",80.18554707038109,27.02554243339742,40.07856459102019,240.9874602197435,9658.431490042898,0.5156480509300059
1707200008,2,"Soybean-like (later peak, slower decline)",78.73399983546275,57.707239095683946,18.067315827012415,75.57497007898571,1365.4368530340482,0.601667265998224
1707300009,2,"Soybean-like (later peak, slower decline)",80.2835911337846,67.34414249828728,100.8975783710033,77.05143121103322,7774.302819213194,0.5943108671705288
1707400002,2,"Soybean-like (later peak, slower decline)",64.70732167746435,3.585293445992236,80.01602731563518,62.21025569626259,4977.817519104797,0.7040806684914558
1707400003,1,"Corn-like (early peak, fast decline)",82.6400619740316,43.229881900576764,37.60959461979368,243.62120386520087,9162.494718156318,0.5117751880012247
1707400004,1,"Corn-like (early peak, fast decline)",83.34417203925567,48.530623455094755,39.842247903387324,244.37672806561554,9736.518181408925,0.5007247345253582
1708100001,1,"Corn-like (early peak, fast decline)",76.04960861873036,11.97473221642406,76.47380143082044,236.54951543528242,18089.840671954582,0.56699197837423
1708100005,2,"Soybean-like (later peak, slower decline)",74.70004658959924,33.29527289335465,144.58918088886077,71.73139198038349,10371.583210461446,0.6956278748364794
1708200007,2,"Soybean-like (later peak, slower decline)",74.31855720253024,30.965973966659057,76.33602254164519,71.36790629683198,5447.9421038249875,0.5289237853575626
1708300008,1,"Corn-like (early peak, fast decline)",77.3690838377011,15.627574842076353,157.03066127591282,237.96533876890086,37367.85450762712,0.5472186898744819
1708400001,2,"Soybean-like (later peak, slower decline)",71.38123803398896,17.606759534140217,78.38759269150789,68.56920860830856,5374.975195567128,0.6058725746089345
1708400002,1,"Corn-like (early peak, fast decline)",75.35059713806601,10.491623180444932,80.7078857435068,235.799462118204,19030.876047016365,0.6104310032126687
1709200001,2,"Soybean-like (later peak, slower decline)",74.746299104075,33.546471797213975,79.46965498679212,71.7754616908658,5703.97117709082,0.6125197303482196
1709300003,2,"Soybean-like (later peak, slower decline)",77.81621674064698,51.86115551495776,159.0427813672275,74.70050010189351,11880.575305728005,0.668862711310047
1709400001,1,"Corn-like (early peak, fast decline)",84.4461132032398,57.072232903048615,79.09308560279607,245.55913300192074,19422.029527069302,0.6018373928379611
1710100002,2,"Soybean-like (later peak, slower decline)",79.66180593781952,63.507650148435715,120.81385622433608,76.45899004585684,9237.305430458091,0.6698645530763772
1710100006,1,"Corn-like (early peak, fast decline)",85.7730792054827,68.3054106014831,39.965515285009644,246.9829940959998,9870.802625681126,0.5714476997974025
1710200007,1,"Corn-like (early peak, fast decline)",98.89154398241712,98.7091458390552,23.047257309880006,261.05936951055577,6016.702462264822,0.5824308206698653
1710200009,2,"Soybean-like (later peak, slower decline)",78.50159667880968,56.268554464489604,255.62984577086397,75.35353477011748,19262.612471574565,0.5607297455827909
1710400004,2,"Soybean-like (later peak, slower decline)",65.68289910134247,4.430235213519068,58.846282400090715,63.139792503302616,3715.5420603324765,0.7060952103107544
1711100005,2,"Soybean-like (later peak, slower decline)",80.33557984788533,67.75519525005708,292.9623518065829,77.10096641154577,22587.680446486804,0.6677279431506513
1711200001,2,"Soybean-like (later peak, slower decline)",72.37285998561745,21.374743092030144,320.41625464329303,69.51403275055183,22273.42601908303,0.6518524451390436
1712100008,2,"Soybean-like (later peak, slower decline)",76.01076785498736,41.128111440968254,47.65970324725304,72.98025611984369,3478.2173495802726,0.5483940020356534
1712100011,2,"Soybean-like (later peak, slower decline)",80.36405487932531,68.00639415391642,40.91996986111128,77.12809761523832,3156.0794298604005,0.5790219367807351
1712200006,2,"Soybean-like (later peak, slower decline)",76.32616478750484,43.04635761589404,66.84269534945653,73.28076846302305,4898.2840813479115,0.5609242191979847
1712200007,2,"Soybean-like (later peak, slower decline)",73.57823797423565,27.038136560858643,40.738333789963185,70.66252509917804,2878.6735339319666,0.5659373252665031
1712200008,2,"Soybean-like (later peak, slower decline)",71.67974909675966,18.72573646951359,40.037376046837196,68.85363197990625,2756.718755770042,0.6065964844288796
1712200009,2,"Soybean-like (later peak, slower decline)",75.69300052602325,39.00433889015757,39.61307442193378,72.6774852468024,2878.978631880578,0.6590149687683382
1712300002,0,Non-row-crop (already green in April),77.80031023872249,9.967637540453074,80.18804005906654,,,1.0
1712300003,0,Non-row-crop (already green in April),69.52792236482856,3.8187702265372168,114.99754292698957,,,1.0
1712400011,2,"Soybean-like (later peak, slower decline)",84.76621292052441,89.38113724594656,58.68180697234673,81.32250374800363,4772.151467448292,0.5637568555055863
1712400013,2,"Soybean-like (later peak, slower decline)",68.5566189958188,9.088833066910254,98.80095179036007,65.87789237078442,6508.798468176402,0.6534998006736935
1713100003,2,"Soybean-like (later peak, slower decline)",72.93214851369186,23.841059602649008,40.763341043278814,70.04692666535131,2855.3467606932563,0.6909564251402663
1713100005,2,"Soybean-like (later peak, slower decline)",79.89031495426593,64.78648093171957,20.369491503843843,76.67671499144146,1561.8656945608227,0.7459984040545334
1713100006,2,"Soybean-like (later peak, slower decline)",74.7756434183595,33.751998173098876,20.470053312064774,71.80342115316695,1469.819858993967,0.6077759387851291
1713100007,1,"Corn-like (early peak, fast decline)",80.01092815426878,26.283987915407852,64.88873429198551,240.80009062585617,15625.213098107213,0.7208608982738214
1713100008,2,"Soybean-like (later peak, slower decline)",82.0431745348353,77.9401689883535,15.28541687299222,78.72797424729113,1203.3899059360408,0.5979171939057505
1713200003,2,"Soybean-like (later peak, slower decline)",74.67917945885782,33.158255309431375,318.07849381131814,71.71150963623867,22809.888974030626,0.6154485584738922
1713300001,1,"Corn-like (early peak, fast decline)",74.4391273064677,8.678934358692667,81.07111352064457,234.8214367359063,19037.235354697517,0.76171771455094
1713300004,1,"Corn-like (early peak, fast decline)",85.71787538866354,67.89343586926668,39.78227974258623,246.92375929504743,9823.190067366604,0.7160945337899511
1713300005,1,"Corn-like (early peak, fast decline)",76.2823819995979,12.386706948640484,39.19138914330429,236.7992859344469,9280.492963913492,0.7239125143666507
1714100005,0,Non-row-crop (already green in April),74.59542169025548,6.796116504854369,79.07084475595664,,,0.6140621302872544
1714100006,2,"Soybean-like (later peak, slower decline)",72.19052300038351,20.758163964375427,52.845353614079876,69.34030083044864,3664.312717091735,0.5504640337825443
1714100007,2,"Soybean-like (later peak, slower decline)",73.23954940912765,25.325416761817763,24.147744452831347,70.33982032999634,1698.5480061868227,0.6193549421172053
1714200005,1,"Corn-like (early peak, fast decline)",77.88991010167388,17.412798681680858,79.96557321764645,238.52419578015204,19073.724041837984,0.6318963189594815
1714200006,2,"Soybean-like (later peak, slower decline)",66.94462566336506,6.097282484585522,77.75942642713211,64.34197415604922,5003.195005563745,0.6884766614188941
1714300004,2,"Soybean-like (later peak, slower decline)",76.6879668664392,45.37565654258963,155.52100484862768,73.6254959454367,11450.311111912879,0.6645302315663112
1714400002,2,"Soybean-like (later peak, slower decline)",81.03272786476023,72.276775519525,55.20158377102328,77.7652137852336,4292.762963237107,0.6355485788301878
1714400003,1,"Corn-like (early peak, fast decline)",70.27547899293123,4.833836858006042,52.61880594892689,230.3537587147272,12120.939729416157,0.6103667087043934
1714400004,2,"Soybean-like (later peak, slower decline)",68.93266581203775,9.910938570449874,53.414942506871924,66.23619233580023,3538.00240549088,0.5919762109350135
1715100001,1,"Corn-like (early peak, fast decline)",85.85840089403358,69.1018950837682,159.50318594250686,247.0745459764575,39409.17724854336,0.5499335029989507
1715200001,1,"Corn-like (early peak, fast decline)",81.17179941856631,33.61713814886021,40.16645984456247,242.04572873992524,9722.120043980067,0.7094411025833812
1715200002,1,"Corn-like (early peak, fast decline)",70.66917802511246,5.053556715188135,39.630958922858,230.77620566043038,9145.882326901547,0.7194328059581715
1715200003,1,"Corn-like (early peak, fast decline)",78.12303161813031,18.099423235374896,79.30816353618543,238.77433983577515,18936.754391940372,0.5698104234367881
1715300008,2,"Soybean-like (later peak, slower decline)",69.77257894209603,12.308746289107102,156.49534405049542,67.03646728066498,10490.895011017445,0.5757561574933646
1715400001,2,"Soybean-like (later peak, slower decline)",67.84933878414138,7.398949531856588,158.7016745924417,65.203990972952,10347.982557517933,0.713530131574949
1716100007,1,"Corn-like (early peak, fast decline)",80.44866760774234,28.700906344410875,152.58186457021557,241.2697938255545,36813.39500637459,0.5106981012577
1716200001,2,"Soybean-like (later peak, slower decline)",73.46999681958916,26.490066225165563,141.55186122712405,70.55939219058688,9987.813291632174,0.5575914222130653
1716300003,2,"Soybean-like (later peak, slower decline)",77.2055633144634,48.664078556748116,159.36745452740058,74.11866536270254,11812.103031822118,0.5802795828076875
1716400001,2,"Soybean-like (later peak, slower decline)",70.3866096747837,14.135647408084036,159.81538041593757,67.62151994047134,10806.958933590337,0.5801840470932086
1717100008,2,"Soybean-like (later peak, slower decline)",73.47806584651312,26.62708380908883,109.7147490575389,70.56708041433953,7742.249519382429,0.5698454631802301
1717100009,2,"Soybean-like (later peak, slower decline)",75.91767573937503,40.35167846540306,193.9803425913865,72.89155731871429,14139.529260703883,0.6077595820252412
1717200006,2,"Soybean-like (later peak, slower decline)",75.62885695890066,38.547613610413336,103.94111052528291,72.61636881963224,7547.826017426102,0.5683627615816063
1717200008,2,"Soybean-like (later peak, slower decline)",84.85836122583082,89.6323361498059,33.22185754329597,81.4103032802521,2704.6014981330554,0.5018106025025454
1717200009,1,"Corn-like (early peak, fast decline)",75.6920313384829,11.205712716286735,216.58295622898765,236.16582785277436,51149.49315662006,0.5037133439718304
1718100003,2,"Soybean-like (later peak, slower decline)",70.5615347223505,14.70655400776433,29.73190660151047,67.78818971593643,2015.4721253196944,0.6386181404740291
1718100004,2,"Soybean-like (later peak, slower decline)",61.2781226335626,1.7355560630280886,109.25063007840076,58.94289151587607,6439.548036752283,0.6818505841958679
1718200001,2,"Soybean-like (later peak, slower decline)",77.1942319920523,48.54989723681206,159.25839504612603,74.10786880161393,11802.300245633909,0.631044439859132
1718300002,2,"Soybean-like (later peak, slower decline)",64.47926333166977,3.4026033340945423,135.29856664745753,61.992960152741276,8387.558650898845,0.765361991853933
1718400001,1,"Corn-like (early peak, fast decline)",79.16141849408183,22.08184564680033,79.79517745502109,239.8885497482903,19141.94939659248,0.6913154520277585
1718400003,2,"Soybean-like (later peak, slower decline)",73.3386447109768,25.850650833523638,74.8556681456424,70.43423900781626,5272.402021259954,0.687130167804004
1719100001,2,"Soybean-like (later peak, slower decline)",79.60121947230967,63.0737611326787,591.3173051099029,76.40126284930487,45177.3888550443,0.8209348630688619
1720100004,2,"Soybean-like (later peak, slower decline)",79.01424846544714,59.556976478648096,199.70957707130455,75.84199288037188,15146.372322383959,0.6728821566099031
1720200003,2,"Soybean-like (later peak, slower decline)",73.41494930102223,26.21603105731902,38.53789767600235,70.50694254036765,2717.1893370684656,0.719418786154821
1720200006,1,"Corn-like (early peak, fast decline)",74.80026068840645,9.447953858829992,77.11111754905801,235.2089400867432,18137.224227618197,0.6042953187127957
1720300002,1,"Corn-like (early peak, fast decline)",79.7250946973968,24.85580884372425,39.95891891070714,240.49338560256373,9609.855693854268,0.608669292877253
1720300003,1,"Corn-like (early peak, fast decline)",83.00002275853701,46.03131007964845,78.70958130394749,244.0074489955095,19205.724145480875,0.5485402574862118
1720400002,2,"Soybean-like (later peak, slower decline)",84.54820729945183,88.71888559031743,196.09613812541812,81.11478650899349,15906.29637928139,0.6733802691311263
1721100001,2,"Soybean-like (later peak, slower decline)",76.28587243459725,42.81799497602192,159.19996934694527,73.24237763503427,11660.184274394845,0.5710492649493492
1721200001,2,"Soybean-like (later peak, slower decline)",68.22878477962695,8.540762731217173,159.39634706569728,65.56552969910014,10450.90592746405,0.5898596335226791
1721300003,2,"Soybean-like (later peak, slower decline)",81.7225808116198,76.13610413336377,156.87144564799775,78.4225103665771,12302.25257255004,0.611549831188552
1721400004,1,"Corn-like (early peak, fast decline)",80.90321336255218,31.39247459489151,39.62420779042121,241.75753052314784,9579.450624348308,0.5319055460954343
1721400005,2,"Soybean-like (later peak, slower decline)",82.79105904926243,81.89084265814112,121.02079801662308,79.44056370104434,9613.960413990766,0.5530012129403818
1722100007,1,"Corn-like (early peak, fast decline)",80.3718333522728,28.069211755012358,150.81551433257212,241.1873491307615,36374.79410966544,0.518520933684724
1722200006,2,"Soybean-like (later peak, slower decline)",75.86084701010093,39.87211692167161,154.76519007540585,72.83741051881438,11272.695683544673,0.563528820713198
1722300002,1,"Corn-like (early peak, fast decline)",83.8927176137243,52.73276572370228,80.46542193659678,244.96532845213258,19711.238513737866,0.5672734637180955
1722300008,1,"Corn-like (early peak, fast decline)",77.41135226736534,15.792364734962922,74.73501152066346,238.0106936403934,17787.731931255905,0.6030844350568179
1722400003,2,"Soybean-like (later peak, slower decline)",84.86961451668753,89.70084494176753,40.5383896545123,81.42102549234477,3300.6772574786514,0.5702920259362918
1722400004,1,"Corn-like (early peak, fast decline)",86.54475171938817,74.15545179895634,40.55539431451775,247.8110141568477,10050.073394611498,0.5277598197145
1722400005,1,"Corn-like (early peak, fast decline)",83.77481156292328,51.853886294973904,77.58448205938645,244.8388128984497,18995.692486761247,0.7643369454154131
1723100004,2,"Soybean-like (later peak, slower decline)",76.89031517165455,46.540306005937424,236.1521039176431,73.81829478736985,17432.345621650176,0.5166075044279875
1723200013,2,"Soybean-like (later peak, slower decline)",73.91934938233818,28.910710207810002,155.17951775382193,70.9875383696493,11015.811970733108,0.5886619973684617
1723300002,1,"Corn-like (early peak, fast decline)",79.94277461220699,25.81708321889591,79.10530521715081,240.72696051038866,19042.779685171306,0.7678804858231295
1723400003,1,"Corn-like (early peak, fast decline)",77.89035931498839,17.46772864597638,160.69172145392352,238.5246777950344,38328.94108412652,0.6541073468377462
1724100001,1,"Corn-like (early peak, fast decline)",75.11446632470371,10.052183466080747,79.82034440595551,235.54608902673704,18801.369949590007,0.5990673920632857
1724100002,2,"Soybean-like (later peak, slower decline)",72.52284847232883,21.96848595569765,80.54080985847152,69.65694280117215,5610.2265854716325,0.5583681004886546
1724200001,2,"Soybean-like (later peak, slower decline)",76.06624103465413,41.493491664763646,80.65718679476734,73.03311134285491,5890.64530378369,0.5944911181108722
1724200003,1,"Corn-like (early peak, fast decline)",79.0177757437041,21.422686075254052,36.16598632966597,239.7344182005614,8670.231691391928,0.7223698934767496
1724200005,2,"Soybean-like (later peak, slower decline)",66.827230752697,5.960264900662252,124.04797233612031,64.23011948644098,7967.616085199733,0.711995765360184
1724300013,2,"Soybean-like (later peak, slower decline)",72.7824765960936,23.0417903630966,154.14075158921142,69.90431824393583,10775.104153451693,0.6464415522886716
1724400002,2,"Soybean-like (later peak, slower decline)",74.64047775194628,32.90705640557205,78.65554936009953,71.67463438657724,5637.607742860513,0.6455002982696001
1725100003,2,"Soybean-like (later peak, slower decline)",74.16617341539602,30.189540991093857,463.93691044584926,71.22271398767178,33042.84588100882,0.6669355441200722
1725400001,2,"Soybean-like (later peak, slower decline)",80.7941273551966,70.88376341630509,159.38098279274783,77.53787359634705,12358.062497445646,0.6827393296494554
1726100001,2,"Soybean-like (later peak, slower decline)",78.29236277264667,54.966887417218544,157.65666324028254,75.15417528075359,11848.556503338936,0.6779533030462007
1726200001,1,"Corn-like (early peak, fast decline)",74.82100270595686,9.475418840977753,161.97951776463773,235.2311966869521,38102.63580255115,0.5621997312289682
1726300004,1,"Corn-like (early peak, fast decline)",80.84313432833426,30.98049986267509,158.40720139635908,241.69306451629598,38285.921946936105,0.5647253975708166
1726400001,2,"Soybean-like (later peak, slower decline)",71.38104545866796,17.583923270153004,80.55541336592944,68.56902512123247,5523.606162739682,0.6017190365065441
1726400002,0,Non-row-crop (already green in April),88.63878823312984,27.055016181229774,79.4435874537813,,,1.0
1727100003,2,"Soybean-like (later peak, slower decline)",69.36868659287371,11.166933089746516,160.3262096457484,66.65163590234998,10686.004150912255,0.6653425613919333
1727200006,2,"Soybean-like (later peak, slower decline)",66.79179106110338,5.823247316738982,155.5551891221941,64.19635230716835,9986.075724096574,0.7449351719108926
1727300002,1,"Corn-like (early peak, fast decline)",80.40309820573799,28.426256522933258,81.42580171545275,241.2208969446361,19641.604924237603,0.7338944111965028
1727300005,2,"Soybean-like (later peak, slower decline)",66.73832986435238,5.731902260790134,78.33754674454293,64.14541411516826,5024.994376695058,0.6481687318301398
1727400002,2,"Soybean-like (later peak, slower decline)",68.1496137193604,8.24389129938342,79.62059015002347,65.49009497421936,5214.360010828432,0.7473819661885552
1727400003,1,"Corn-like (early peak, fast decline)",84.48679802736496,57.456742653117274,39.63549772154929,245.60278863295676,9734.58876926771,0.5556575378816262
1727400004,1,"Corn-like (early peak, fast decline)",81.26506052934194,34.13897280966767,39.96605597606498,242.14579977942404,9677.612588353484,0.5544859923287848
1728100001,1,"Corn-like (early peak, fast decline)",87.4583607991189,79.78577313924747,117.77005334994563,248.79133499523175,29300.168795392638,0.6490033341152707
1728200002,2,"Soybean-like (later peak, slower decline)",76.04538279727547,41.424982872802005,198.97359875094716,73.01323747236663,14527.706616334297,0.7322702540031383
1728300003,2,"Soybean-like (later peak, slower decline)",78.6839853853567,57.36469513587578,238.27471010191616,75.52731597063966,17996.249317679987,0.6574514092246417
1728400003,2,"Soybean-like (later peak, slower decline)",72.11562196740017,20.506965060516098,71.8485127933584,69.26893461661544,4976.869934984201,0.7143108196562673
1729100001,1,"Corn-like (early peak, fast decline)",88.7766932915014,86.67948365833563,81.7063272706799,250.20593216033697,20443.407778158027,0.6642364242151795
1729100005,2,"Soybean-like (later peak, slower decline)",81.20271963046275,73.07604475907742,38.8102532591882,77.92718309617365,3024.373711737629,0.6175268509738499
1729200003,1,"Corn-like (early peak, fast decline)",82.40462423829604,41.58198297171107,78.37451374177871,243.3685744599069,19073.89368332507,0.6965225706705734
1729200004,1,"Corn-like (early peak, fast decline)",80.8019507485968,30.705850041197476,38.457782527153206,241.64887371049994,9293.279833089917,0.5375684843361972
1729300001,2,"Soybean-like (later peak, slower decline)",82.36592713449673,79.60721625941996,77.72813659776405,79.03549512017126,6143.281760772586,0.6719572166970309
1729300007,2,"Soybean-like (later peak, slower decline)",80.65404872028988,70.06165791276547,116.85157183095974,77.40440571995022,9044.826475017515,0.6809229933874066
1729400002,2,"Soybean-like (later peak, slower decline)",77.1850519032615,48.481388444850424,201.43747354738062,74.09912195055519,14926.33991779909,0.500044025302724
1730100001,2,"Soybean-like (later peak, slower decline)",78.19842701970677,54.4873258734871,593.4168859564948,75.06467265623861,44544.64429300876,0.752756308079294
